timestamp,id,x,y,z
1734523612.248765707,0,8.635375643,-0.721384008,1.507983964
1734523612.248765707,1,14.716464309,-0.278733861,1.505250412
1734523612.248765707,2,-0.098700321,19.036916861,1.505336400
1734523612.248765707,3,0.641901975,-19.634243137,1.505264399
1734523612.248765707,4,-5.384964805,-1.605494404,1.505134804
1734523612.248765707,5,4.170120075,19.734205497,1.505028637
1734523612.248765707,6,2.328843042,-11.985998206,1.505582029
1734523612.248765707,7,-3.958507358,15.660413856,1.504972578
1734523612.248765707,8,3.646154078,-15.361184464,1.505282418
1734523612.248765707,9,-26.568970358,-9.902003453,1.505133099
1734523612.308765650,0,8.635375643,-0.721384008,1.507983964
1734523612.308765650,1,14.716464309,-0.278733861,1.505250412
1734523612.308765650,2,-0.098700321,19.036916861,1.505336400
1734523612.308765650,3,0.641901975,-19.634243137,1.505264399
1734523612.308765650,4,-5.384964805,-1.605494404,1.505134804
1734523612.308765650,5,4.170120075,19.734205497,1.505028637
1734523612.308765650,6,2.328843042,-11.985998206,1.505582029
1734523612.308765650,7,-3.958507358,15.660413856,1.504972578
1734523612.308765650,8,3.646154078,-15.361184464,1.505282418
1734523612.308765650,9,-26.568970358,-9.902003453,1.505133099
1734523612.368765831,0,9.139474327,-0.765084643,1.506845657
1734523612.368765831,1,15.154129177,-0.290068146,1.505259907
1734523612.368765831,2,-0.115208740,19.626050337,1.505266147
1734523612.368765831,3,0.674421213,-20.285001634,1.505254004
1734523612.368765831,4,-5.443492488,-1.670912590,1.505144498
1734523612.368765831,5,4.184202402,20.384769913,1.505056892
1734523612.368765831,6,2.635708488,-12.371466079,1.505396460
1734523612.368765831,7,-3.960162635,16.219420238,1.504995862
1734523612.368765831,8,3.631390540,-15.941241855,1.505190611
1734523612.368765831,9,-27.218895721,-10.472299717,1.505139093
1734523612.438765764,0,9.139474327,-0.765084643,1.506845657
1734523612.438765764,1,15.154129177,-0.290068146,1.505259907
1734523612.438765764,2,-0.115208740,19.626050337,1.505266147
1734523612.438765764,3,0.674421213,-20.285001634,1.505254004
1734523612.438765764,4,-5.443492488,-1.670912590,1.505144498
1734523612.438765764,5,4.184202402,20.384769913,1.505056892
1734523612.438765764,6,2.635708488,-12.371466079,1.505396460
1734523612.438765764,7,-3.960162635,16.219420238,1.504995862
1734523612.438765764,8,3.631390540,-15.941241855,1.505190611
1734523612.438765764,9,-27.218895721,-10.472299717,1.505139093
1734523612.498765707,0,9.139474327,-0.765084643,1.506845657
1734523612.498765707,1,15.154129177,-0.290068146,1.505259907
1734523612.498765707,2,-0.115208740,19.626050337,1.505266147
1734523612.498765707,3,0.674421213,-20.285001634,1.505254004
1734523612.498765707,4,-5.443492488,-1.670912590,1.505144498
1734523612.498765707,5,4.184202402,20.384769913,1.505056892
1734523612.498765707,6,2.635708488,-12.371466079,1.505396460
1734523612.498765707,7,-3.960162635,16.219420238,1.504995862
1734523612.498765707,8,3.631390540,-15.941241855,1.505190611
1734523612.498765707,9,-27.218895721,-10.472299717,1.505139093
1734523612.558765650,0,9.139474327,-0.765084643,1.506845657
1734523612.558765650,1,15.154129177,-0.290068146,1.505259907
1734523612.558765650,2,-0.115208740,19.626050337,1.505266147
1734523612.558765650,3,0.674421213,-20.285001634,1.505254004
1734523612.558765650,4,-5.443492488,-1.670912590,1.505144498
1734523612.558765650,5,4.184202402,20.384769913,1.505056892
1734523612.558765650,6,2.635708488,-12.371466079,1.505396460
1734523612.558765650,7,-3.960162635,16.219420238,1.504995862
1734523612.558765650,8,3.631390540,-15.941241855,1.505190611
1734523612.558765650,9,-27.218895721,-10.472299717,1.505139093
1734523612.618765831,0,9.139474327,-0.765084643,1.506845657
1734523612.618765831,1,15.154129177,-0.290068146,1.505259907
1734523612.618765831,2,-0.115208740,19.626050337,1.505266147
1734523612.618765831,3,0.674421213,-20.285001634,1.505254004
1734523612.618765831,4,-5.443492488,-1.670912590,1.505144498
1734523612.618765831,5,4.184202402,20.384769913,1.505056892
1734523612.618765831,6,2.635708488,-12.371466079,1.505396460
1734523612.618765831,7,-3.960162635,16.219420238,1.504995862
1734523612.618765831,8,3.631390540,-15.941241855,1.505190611
1734523612.618765831,9,-27.218895721,-10.472299717,1.505139093
1734523612.688765764,0,9.139474327,-0.765084643,1.506845657
1734523612.688765764,1,15.154129177,-0.290068146,1.505259907
1734523612.688765764,2,-0.115208740,19.626050337,1.505266147
1734523612.688765764,3,0.674421213,-20.285001634,1.505254004
1734523612.688765764,4,-5.443492488,-1.670912590,1.505144498
1734523612.688765764,5,4.184202402,20.384769913,1.505056892
1734523612.688765764,6,2.635708488,-12.371466079,1.505396460
1734523612.688765764,7,-3.960162635,16.219420238,1.504995862
1734523612.688765764,8,3.631390540,-15.941241855,1.505190611
1734523612.688765764,9,-27.218895721,-10.472299717,1.505139093
1734523612.748765707,0,9.139474327,-0.765084643,1.506845657
1734523612.748765707,1,15.154129177,-0.290068146,1.505259907
1734523612.748765707,2,-0.115208740,19.626050337,1.505266147
1734523612.748765707,3,0.674421213,-20.285001634,1.505254004
1734523612.748765707,4,-5.443492488,-1.670912590,1.505144498
1734523612.748765707,5,4.184202402,20.384769913,1.505056892
1734523612.748765707,6,2.635708488,-12.371466079,1.505396460
1734523612.748765707,7,-3.960162635,16.219420238,1.504995862
1734523612.748765707,8,3.631390540,-15.941241855,1.505190611
1734523612.748765707,9,-27.218895721,-10.472299717,1.505139093
1734523612.818765879,0,9.139474327,-0.765084643,1.506845657
1734523612.818765879,1,15.154129177,-0.290068146,1.505259907
1734523612.818765879,2,-0.115208740,19.626050337,1.505266147
1734523612.818765879,3,0.674421213,-20.285001634,1.505254004
1734523612.818765879,4,-5.443492488,-1.670912590,1.505144498
1734523612.818765879,5,4.184202402,20.384769913,1.505056892
1734523612.818765879,6,2.635708488,-12.371466079,1.505396460
1734523612.818765879,7,-3.960162635,16.219420238,1.504995862
1734523612.818765879,8,3.631390540,-15.941241855,1.505190611
1734523612.818765879,9,-27.218895721,-10.472299717,1.505139093
1734523612.878765821,0,9.139474327,-0.765084643,1.506845657
1734523612.878765821,1,15.154129177,-0.290068146,1.505259907
1734523612.878765821,2,-0.115208740,19.626050337,1.505266147
1734523612.878765821,3,0.674421213,-20.285001634,1.505254004
1734523612.878765821,4,-5.443492488,-1.670912590,1.505144498
1734523612.878765821,5,4.184202402,20.384769913,1.505056892
1734523612.878765821,6,2.635708488,-12.371466079,1.505396460
1734523612.878765821,7,-3.960162635,16.219420238,1.504995862
1734523612.878765821,8,3.631390540,-15.941241855,1.505190611
1734523612.878765821,9,-27.218895721,-10.472299717,1.505139093
1734523612.948765755,0,9.139474327,-0.765084643,1.506845657
1734523612.948765755,1,15.154129177,-0.290068146,1.505259907
1734523612.948765755,2,-0.115208740,19.626050337,1.505266147
1734523612.948765755,3,0.674421213,-20.285001634,1.505254004
1734523612.948765755,4,-5.443492488,-1.670912590,1.505144498
1734523612.948765755,5,4.184202402,20.384769913,1.505056892
1734523612.948765755,6,2.930544153,-12.742374401,1.505282747
1734523612.948765755,7,-3.960162635,16.219420238,1.504995862
1734523612.948765755,8,3.631390540,-15.941241855,1.505190611
1734523612.948765755,9,-27.218895721,-10.472299717,1.505139093
1734523613.008765697,0,9.650107054,-0.813823121,1.505801474
1734523613.008765697,1,15.614597027,-0.304111115,1.505256314
1734523613.008765697,2,-0.133089534,20.286780389,1.505291631
1734523613.008765697,3,0.712185704,-20.919556451,1.505358859
1734523613.008765697,4,-5.527373707,-1.764492193,1.505156855
1734523613.008765697,5,4.197037011,20.984392844,1.505068431
1734523613.008765697,6,2.957556755,-12.776802412,1.505278600
1734523613.008765697,7,-3.961628114,16.842152461,1.505017882
1734523613.008765697,8,3.616185500,-16.604439807,1.505331288
1734523613.008765697,9,-27.918712109,-11.114908642,1.505160834
1734523613.068765879,0,9.650107054,-0.813823121,1.505801474
1734523613.068765879,1,15.614597027,-0.304111115,1.505256314
1734523613.068765879,2,-0.133089534,20.286780389,1.505291631
1734523613.068765879,3,0.712185704,-20.919556451,1.505358859
1734523613.068765879,4,-5.532134591,-1.769826163,1.505156763
1734523613.068765879,5,4.197037011,20.984392844,1.505068431
1734523613.068765879,6,2.957556755,-12.776802412,1.505278600
1734523613.068765879,7,-3.961628114,16.842152461,1.505017882
1734523613.068765879,8,3.616185500,-16.604439807,1.505331288
1734523613.068765879,9,-27.918712109,-11.114908642,1.505160834
1734523613.138765812,0,9.650107054,-0.813823121,1.505801474
1734523613.138765812,1,15.614597027,-0.304111115,1.505256314
1734523613.138765812,2,-0.133089534,20.286780389,1.505291631
1734523613.138765812,3,0.712185704,-20.919556451,1.505358859
1734523613.138765812,4,-5.532134591,-1.769826163,1.505156763
1734523613.138765812,5,4.197037011,20.984392844,1.505068431
1734523613.138765812,6,2.957556755,-12.776802412,1.505278600
